Address,Points
0x4021caab9a5621d0cca630ad4583375590300f4b,15
0x4072666559580b59ef51833f102dc893f6e39826,10
0x407cfe758c8260a8c925c6061ab7c82246af9b04,10
0x4125415d956e01230af9ff3198678ec815fc0e12,1
0x4131287b0042ba450d128bd0b93300fe6ace466c,1
0x417845cb4a5270abe3eafce85c48e40997d5fe6e,10
0x4207df52f7ff229364899b21e9c4ad36d3d42981,10
0x422251cf10357438770868fb30f5fa7f301cbf49,3
0x4301cd2a9bdeae8d833ae5cba481197ab4883b37,9
0x435585fd000b8694ec3257f0bf692a0c6567ae09,6
0x437ae20222c6143be51b876fe636601b060d1c51,4
0x4391522a1cb89b3d9829697bf2167a1f73b93ef7,5
0x439ee1b0903b17427c3d226761b8373876fec544,10
0x43ac14859670e1bc279abac0019f994846d40fef,5
0x43b2069935f839d2c3784a6f2a3150e535f9dbe7,10
0x43cb091428bb1369b63a7f0b075d04e6f4f61743,4
0x43ef317d589d4d4de159d79c0f02a423c13724dc,10
0x443758603e91b0b428f5aefeed21869a108f0ab4,6
0x4493b2b2ea8754119c476bd1e12edd2ccf549b77,1
0x44bc8bf42e6c1f8f5d285fbb65986122c484a3f1,7
0x44edb1b35ad9d679e977803a222aaa15eb32ad1d,5
0x45182a45edde87bf0f4c7b1d372842b780a1f7c1,10
0x4542723ba826c2bc1a672a716adf774ae98d39ff,1
0x45621f6df3d4b6636969439d6010b84595a84650,5
0x4571a15233f7ba793ca9b4628369a3ad9b975d31,8
0x457bd556637be92af2bf998ac27d10e786a98b29,1
0x45851743e34bfd3302a0c51725aa1f92304f9f9f,1
0x45c256f91412141299cd4ec4376b5b1d4f64782c,5
0x45c5e193a4efc6c9b75d6ce9b6379357c74dc982,5
0x462f0560e473e1545fd4d0680c02c499aaf01711,10
0x462f225afa2fc2d57e5613751e5a6b5fbd188c91,1
0x465bb47318f93c9166ff68eb9685429d2e6c13fd,5
0x468bb0335eab30f1f0da1be97a9413cf1c199267,5
0x46978252bf0e4e612cfa36d376854418bcb773bf,10
0x47045d1ee924ad6ff890ce8b52d6c1f08ad42235,30
0x470a20d2d07ed062c21c9f67bfc20750611610b5,3
0x4751917e24eed8286894de9f5302df8daf510acc,5
0x4762cf8896fc9edd11936f07f115a87a53ef7a73,5
0x47ab19ad14faf69e67bca1e79370d808a3b9525f,19
0x47bfe37a425139faaf036b665bf3361673b19744,12
0x47c633985e2a39b5bef016b98d708e4bde3ef746,20
0x47d1ae08cb02b6bef7b91dac65a41139598b910c,5
0x47ffa510e72734118e77027aaabd1672bedf9d4c,10
0x487c6480c33f32435f99cfa4b1e09c0d4e4165f7,1
0x48ab8492ff201c8eae9f89b17143ded620b3bd06,10
0x48b4a05f1f6cc77b984bf29bcd221177cb24f8ba,6
0x48c2319fc2faee12e771c6eafe44d3a544ac85fe,1
0x48eaa5adf147ded175352476b18551d8fddcd9a9,12
0x48f682d5ff41beeaf81061be2da65fa64128d049,1
0x494f31043f08cc31144c618e33be7f93faefc93c,5
0x49af3f3e893544851500cc9bd1ca643bb54c8438,2
0x49d1978dce1a788a0e33ac59c004e5fee4093e95,1
0x4a0573f70e77a28dd079c0e079174135ab6b41c5,5
0x4a05cddb65377d8f37f387ae3288552a13cb2eed,5
0x4a3dc2e4bdf839c75a7fa151aaea9fe8e0da2716,5
0x4a47fdc635cca06680707f8038c5ebb07d91bd96,4
0x4a85555c4b1497e68cc2939d4d840663ce4f9400,5
0x4b207d9e5a4ea61303a96eceab5eb3ee41d3ba1f,4
0x4b36dae68ae191443fdcff240f070ab8d7a4e00a,31
0x4b433b03e6c366b91e233a19667992a46c1c0c05,4
0x4b6edfbc61fb7d0ce415248f5a8139b2b2e39b99,1
0x4be38c0d78da0f7d2df3571eff541e220d185b8c,10
0x4c710b38199f589dd769d36ed52b6d0170cb83ee,1
0x4c721c79339ffad7593d06432a1f922a8e0db5b4,5
0x4c897357c2bbc36a0fcc22128235d09856e5b920,1
0x4ca2a670bd5505b870b21331a53d9bb4ae6e2084,3
0x4cb75146e98562c9d79b31649c6c739e4dcb7cd5,10
0x4cced8f41b1e0f470b24bd8156ea219e9a3fe502,22
0x4d2e1bef23286eacc579a042f62ac70bdedcee87,6
0x4d6822ff2c24d9ca2ace6be9b83fdd52b0004d12,12
0x4da7b4f3e9f1c7f408ed61daf784d306f95e0d15,5
0x4dd05e12d0244575c77c31c24f0e273610c085d9,6
0x4dfc7cd45d94daf2f15507d90474aa4c6622aa90,1
0x4e8829f7cf4403a480c385602e3c88d91087ab03,3
0x4e9083cbbacf353e4cb69b7ba7118f37e39ca19d,1
0x4ead4410a770b4deb856d4a1733830b7fff15d73,1
0x4eb474af79b3d3668f71c89850709e548c1236ef,4
0x4ee2b1b799e7a49628ead56860fb7102f6d4e467,12
0x4f75b66cdc60d8550e176d112275e5338b413fc3,10
0x4faff24b7a9cfbefded71e7e38a4b21e854303b6,1
0x4fc9e8fec8f735cabbe1ff1243ad36154d78260e,1
0x507832c92ade971b9a2880427353c6ce6d0ffe53,1
0x50b06a4037a167073a45ab3cc895c52378b08ba8,11
0x50dea67305620f79f11ed4fc72be5bcaf7a9b575,4
0x5106db6a80cd3059857ba67aa56aed7fdf2ca2ad,2
0x51169a54b355b0ea403f909df911a9d83e4d01ca,15
0x5135134ae06a0f6c779fcc1f9e83f7308d3237c4,1
0x515d9ec9a70de3597c561831fe636fcb7c94040e,10
0x51779ff2ca6e49746061c3b45f2cbc2daa125b3c,4
0x51b22f5584ae9908e9eb3e318c6e0b4fa4921b6e,10
0x524b7c9b4ca33ba72445dfd2d6404c81d8d1f2e3,5
0x526d98b28f9e64957ffb0328543ed6c7a03c3c49,15
0x5299227765598896bd240220ce1810d7cf126bec,5
0x529cbce2129cc57ed58a35aa7d24ed57195d534f,1
0x52a55d276986f52ea8bee5f6b38fb9929f86be5c,4
0x52bd084ed2258bba6500da2a0a40a2812d0ac7a2,10
0x52ef63516b3a899b1de9ff2d8a01471fbbaf5fc7,10
0x5318b851d96637823aef87df2c59ab6de37f599d,18
0x53306a0cb1fa4036556d5e5a8e0602d477709b52,6
0x5387a9683fe55127e74dee202150caa9f4e58dc3,5
0x53c4e6f449e34cf347f1a0079e9da5dccb48de41,5
0x54167086dc9a0488c278ca4875cf780d14de9491,3
0x544b5b5ead916eb522d930674506c390d696b708,6
0x544df0ee95af0e3bf6d9107625ae60dbd77ae9d9,4
0x5451bc8b58cd6152c8e4495d4eb4d40a8b075d58,5
0x545f6b061cfb051525bd71dc61b53657e2551b2b,4
0x547bb40b50282a94055a71c416c23cf7f343e59c,3
0x548ca64e4b0aa42ea59adbdd84495a4a16c2a234,10
0x549ae7fc5b9bf45c609a33e47f52bb3066f3b0cc,1
0x54ed00d59efa8da0bf5dbc5ef685059e347c8bc7,1
0x54ffe9c4a68f07539b7cc47952cbaea4a580f060,5
0x5538212ff30e4cfb0665fa3c187140491d18ffeb,5
0x5550d9f1d786f5e0f32470d8f333181930e4b55c,4
0x5564abc968d641d158100df4770b147208461633,1
0x556fedf2213a31c7ab9f8bc8db5b2254261a5b0b,16
0x559f182414864d46dcf9e80626a820c1f945be90,5
0x55d6bd17c9ebb25e38d95ed4d8ec44bb72813230,10
0x561097f3d0f193f53e56899555218e3e88d1ee38,10
0x564c07585eb9b19b22c93fd00a471e97f75de36d,5
0x565407b406413d896319fc9da28e7a29bb6b5d2e,10
0x568d8060e8a0ab7602549de3d481a9623a3fbb08,11
0x56b7f221957d2e56b9ec24347daf5471c6660528,6
0x56c04c4ac69d0b302f99bd59da382b65a2d406d5,6
0x56eb69eff8b5ec825470d83ba0b098c538da11be,5
0x56edfd23ee4b18d2fed3d71441bc1cca0e706483,10
0x56f0d4abee3d9a6d1ac00f1f7eba6fe73c05b046,10
0x571d17fd2a4958e884c6a8b64e0a27879b03654a,5
0x5790b961c331b6107a849c3894c8e1bb78c994dc,4
0x5795c158fc6c810a38aa8e45436b3870b0efc80f,5
0x57d3ca64f4745b1936e34b3296238246895aecf3,16
0x57eef67476defeea7a38e3b6044f75abfc2a7ed9,10
0x58246f066674ef1a3a796ea14ea9bf34f6cd75c5,1
0x5883c43b358f06095994d26fd392b1267426b893,1
0x58865ccbfe30dd0d09458e36e7cdcbd6eb950bda,6
0x58887dc1aec4aed41415c2e78fc66cc60b83ddaa,6
0x58d10f4be7660368ba5e5f5362f926308ad1d1a6,6
0x58d8984447086ceba3cbe591fe71970be3402df2,6
0x58da8d4600c4f1ab184b1fd81e4e8955d321f2f9,6
0x5917530b94602b2958f3d7ca4f67b29aaf6fd185,10
0x5960190fa1ab9b4df5d432cb688203931bcaba2d,7
0x596cb816656e63251e08d427d5d61d77db934177,6
0x5985ef30184390e7f973720eb7b4f1d1458a501e,1
0x599aed04e8bceb618ee7bba2a748fc1f1aed2d57,3
0x59a3bf58dedf987d9e3b116e318207d770f40202,4
0x59d56536f4bd5617f9eed7285c730c904c3f92e7,1
0x5a25493e0bd59f88b725aa7d7451327ed7a48080,4
0x5a3645ab39db3f9ea0053e187518b4633c5861b5,1
0x5a4ac9df62415f073e984db58dfe21e14eb8903f,5
0x5a673293ec90e965bc57e5001a439bd7275eb05e,5
0x5a68ab5ae3d629183e203cacd2b0ff96e2a93dfe,5
0x5a887fb280d7d8845307c056d16866d18e7c3082,5
0x5aeeb064e6210a96d13fe88eedde1beb43f069f9,10
0x5b15538810a4b172264eee0d35d06b02b139a7f5,1
0x5b191f5a2b4a867c4ed71858daccc51fc59c69c0,10
0x5b4a0ae9a19306f1cf3d9aa227248750908be506,15
0x5b59f275679f3cb4b0b4272adb5c5727d7efb5e7,30
0x5b655eda7d101f98934392cc3610bcb25b633789,3
0x5ba9355f30ba4ca4a1ddd3ac738670524dcaaed4,6
0x5bacdc3cf6906f58128a2d6a2d22c1f0bd4d06f2,10
0x5c10c47b2d848e06a5dffa45b3bc10860797cdad,5
0x5c1435fa90dab35896bc79627364034e7acc1545,5
0x5c55e6b297f36eefc58365849ebe8061699e5448,10
0x5c743a7dc2edbfefee3b9eadecf2c37fabd638d9,7
0x5c767701bf5b04cd381aac3c07eada688d59614d,1
0x5c89000a11570ddeecd05589a7744e99b6883399,1
0x5c9edef909704b7473dc76876b915df97c0b3a33,1
0x5ccdb848b0f771c0ff531b5386471f53fcda73ea,6
0x5cd2b3f04b0f83610aaf0be63078503f40d45d6c,1
0x5ce4a2141a0c14e06e4485f4530fb3e6fc486b3f,10
0x5cf86a68496a08af13ff1c602bc5ce691601dcde,10
0x5d158ce0e5304833fa06516a5c1967d2724d1f73,10
0x5d1efdd2eabef44aca03a74f9870ea68e8c9166f,25
0x5d4445b95df263e29d0b8a4f1e521ccbe09d1f18,10
0x5d92c75d897e1e17a09f73376e1740ba9aba9b92,10
0x5da33b80eff4290e59a80c22bba88ea1be19eb5f,5
0x5dd860d037aadcf8bdb30e803dad77545027fdef,25
0x5e3a559c9e6507a0a6610e089c149b7e01b7b4a8,4
0x5e56783b0b6369f56205a741df351e4cdaadb7bc,1
0x5e5f81a3c93e1b09a73f56bef2603106fad366fd,5
0x5e7e301cc9729e97a28b06b304ab7a93c5a25f54,1
0x5e93a62d8a5520f0123ad01aca143aa85e8a79d2,10
0x5f00177afed6af20e7be7ae0dea08baff7681677,4
0x5f0e949cfee7ec594752ae80987ad90e50386fc1,1
0x5f11d23968dd31ed3358b2ed052a37f2716fba65,5
0x5f561eb8b4380886bd3bbdc87fb4c28c0353b71a,4
0x5f57c686bdbc03242c8fa723b80f0a6cdea79546,3
0x5f9c8ac1aececfbed056799641a6e3eeb4bce858,5
0x5fa509999efdcc4303490077aa111c920c4c2739,5
0x5fdab11e7d3ae700af9e8c50e976cd0a85b12438,3
0x600ea5bb618e122f368e606efa9f86b0ff76b54e,3
0x60835b893c60df1de4658d3426b01dc0d9385ff8,6
0x614cb7e7dec4b3f1190e46fa24de5516e8fe5be5,1
0x61651ca1c8dc97b979f9ba631a0dd763c83fa71a,6
0x61b7964f4b0ca3c5bc3338735573c64edc72048f,10
0x61e5a058a71be10338bf0b80622e3179443043d7,10
0x61f28db361ff938f9101b9144afc7bf5b64f6574,1
0x620bd63538bf10a87214b6187f5bc85926c2971f,4
0x6210477b3025bf5ea50a35d39e7d2875dc11661c,47
0x6212ee7822265ce44b56c943bfd4bccc03aec42a,1
0x62194c3d6c426f39ab3a01078cd4e1e833d92df0,4
0x626dd8ceb6be6121982d2eef2f772455d841047c,38
0x6294a032b018f4c1a0e1d6aaaba11dfcacb07506,6
0x62b9f3f2b1e6139481e67ba804b6acc69ea607a9,10
0x62d115841f433e7d266cec0b534261763ffc1073,5
0x62ffe9a8bda33f423403072ef5b77c834483e426,10
0x6332e01bb0df1fb09965f52bc3fddfe82e30f61b,9
0x634f22ceb7f99fb507e14e7ec3a658b09e85e998,5
0x6373a73b2d21be5e302b1acc3d0e757f09bc9b95,3
0x637827dc86e5ceb4da93678535e6a6ea81227c0b,6
0x64321bceb01f76c0df98523b9716d659ebfd2e84,5
0x648599ae6a8aff4a779129dfbea826385ffd4df9,1
0x6493490386f9f78205b284b99a2e6126c4167498,4
0x64c9ff99ad6abdc1e035a7a9b50eb020417d9e53,1
0x654e679d7b8a203a46ed259bbfd53c86666821ad,10
0x658731cde5c53b1f333b34f968e1e5fd072273ee,2
0x6592fd41117d8b03a6bf7e3b4f1b434235fb30ed,1
0x65a36696085df56f89ab0fbace8a83e4209466fd,1
0x65b212eeea3df24371bafca8118167db9fa9fbbc,10
0x65b65145199d7e30dc85dc6e45308f166682d3d4,3
0x65d9dc9a30d4da7755186cd4d2bbed4a3948a4a8,6
0x65ebf9fe16c709cabe98eac849e2e68ba8c9c923,10
0x66062a3fe5223c97109ff43421c54798c5d68082,1
0x66471666ad5474c14ed35f1d8545d11b27e16dd2,5
0x6652eb7fd864d2fc9319de06b7536f1194860816,3
0x6654c4ca46db6003bf819803dd88ed6af118dcf9,6
0x665a7a4e45ab4c1c2847a4b71d704bf39734fc78,1
0x66755d560e4447c7d2a50acbb119d4896b6eaad3,5
0x6687c671980e65ebd722b9146fc61e2471558dd6,3
0x66a4182316791893e064f2e159dc54b3262fc0d8,5
0x66b8decf00ecdd180daa7776525e43393109aed3,3
0x67195372f63600192c9b028329aa12615b24a752,10
0x674503177ca0710cd3afe1b55a57a4e8e12e0322,10
0x675696543c6422799ee2b2457885d879a3e348c8,3
0x67815283ce257c7da36d1498bad4059896f922c1,5
0x678fdb6d4ead7f228ab4f58f1628dd62d487d67f,1
0x6796eeeee9509124612f84d86db167459fcfeb0c,5
0x67c5f93682e513027ef63c28f62e18bf911991db,1
0x682d274cad7b0ac71cffc5a668a75a369342cf90,6
0x682e35f8796a255a4436396ac31575221e881578,10
0x683ca400dd0dc32ff395d93ec12ead409fecbc84,4
0x6854fffa71a4ae49df700d087d377a297c595386,10
0x6856b6573e9230afe08e2c5e243b186733cf168f,5
0x6869e642f580ecc096b92118898367ab06529390,6
0x6897abe0fd62b589260784b21f4ca3f78a0d8017,29
0x68c81fdf2c21b333495408b83514f4006f6768c4,15
0x68cd534771f676677f714f26ee47a7dce0ef01c9,24
0x68da68662e2c259f40aa2d14f131349c94d3e114,1
0x69158bf868cd74778dd5c481a88e5afacdad84ea,3
0x6964fc77ce7e81397c9653a9b818bc1fdec43275,15
0x699a5d117fd97085d024d41e13a66edbafc380f9,4
0x69b6f4b04761458849c32afc343239d7930749ac,2
0x69cdb5e100e07dfb0968c306e62f185a6c196080,5
0x69deabac0d8a33986be9117026bf082fca12548f,10
0x6a0fe85396d4e74096ef36f7138c7783cd8fe8ee,1
0x6a41c71db9066aac0fb4bb84914012a014aa1d65,10
0x6a6c79d8da4d3b1c8963073529cd026b36817eb6,1
0x6a7371210086ee6b5ad6a9291aa8655b6d1d1141,15
0x6af8131d0c65d4d96f9b9d72916fc80f6a471672,8
0x6afa5fdc824be4ddca05430cfe484cfa6c92b4cc,1
0x6b32beeb5004778047b53b7b47dc0b345016efba,3
0x6b48e70ff9ff227fbc46d6faf41e1a59967f0f99,4
0x6b8012326a606e44924fed5c7268abf6bac3e146,10
0x6b8ac9badc1e635cfdf0e11b1b0930a5ac5353a0,1
0x6bd36310cec97dcb2499fafe285b48a6f8d0fd13,44
0x6c04e69ae018dec998912199c7fc7c1916f75839,8
0x6c15313ed774cd815ec15d25582f893f18328666,25
0x6c1d4db403cf4f60748762822ea19e0ad249d187,1
0x6c3a195d5f8bf513dc16fda390b901ba31ca1dc3,1
0x6c49d0790afbbaabb5cb8ab8a52d36bc9cdf67b7,10
0x6c7c332a090c8d2085857cf3220ea01c6d45a723,10
0x6c988ce663b7613368bd318a316cba676e211f83,5
0x6cbb8ba9e93a295f6fa0f8eca0000ea9db083059,10
0x6d073a1a2132d9886022d58ddeb4f20eafa0088c,4
0x6d08b74bd14b2d6deb468ba31d578a002d0adde8,7
0x6d2166f9f5c8d20b80f9841f9c36b17b8d59458a,26
0x6d465d2081b799770d0ce7e755d8db1665903ffb,23
0x6d7e2ce6c35fbb355c947b93636da0e031ad4a5e,1
0x6dbaf1e101ba890d11abdf0162ca6df80e7219b6,10
0x6dfcc8d28d8ceb6a655d3a3644fb6b4fdf90fed5,1
0x6e04e0ecddf91f2899548e8cefd47992105ca0c1,6
0x6e156a5e28902be5391924d635e4b0bd8af56530,10
0x6e4c3c5db438f396eb0f0bf27ce50607fb9aae0b,5
0x6e8fc95460b6b20879078eb605d50355cad73692,3
0x6f5ac60985d950a7851ad5e0a03391f9e3b58abb,7
0x6fd8e8858866effbe0cc710bfbce753901dfd50b,17
0x6fd9d8bf03df4f3f601109315969e6e78ed19abd,1
0x6fe86525e627466dfb2581511a428cf294b261c3,6
0x700a023f22c4a4fbfdeed3d00b951ef8ea932be1,10
0x7010e9af3bdfc58b16c616a6574085d9b4026480,10
0x704395f31fe0730a79e6d9bbf0a5502a07abffb9,8
0x70add3d8556deb37f5ab2d0cb4478da6cbc4140d,5
0x7126340437aff26c735ee491f42b3aa752b9d5cd,17
0x71763e49d03484d3f86ee399824ea2ad9b586a10,5
0x7199be710064279238fd8e4ed22b151f53bd00e1,6
0x71c758685825cd44e5d6e86427252510f75299fa,1
0x71d12577ae63751b4813e3046f4eb69c6d9a7237,5
0x71ddc3c1ab225b05c0f1ff7ab36cd77dc54ed02b,1
0x71e78c7197eee4ab2a5c940477383b89bfb7c5bd,4
0x7219a46b79eeb30db9620b986e78f94fb8b27e89,1
0x722d112148a94e7e3c50f3d23919322550699993,4
0x72311a4114e9589ecfa446b8255d6ab2c921cce0,5
0x7249deb31ed39e5910b9c62f257089856eb70250,1
0x7252612d90bd205354d4a39bb18e79df43853085,1
0x72656cdf1c5bc08f7d95919e1b31ca8a88de62c6,1
0x729250be25dc878dd400bf5bef702de77c83493e,26
0x7299f7c4fd737cc086ea1012c01e3edcf736c3a6,1
0x72c20a4cbfe4e8523ea464514a0f868a52b1a971,1
0x72e0a65ebcd61cf9cfd5603ea47ca389d512488e,1
0x72fcf70f78168f384b40b0eeae656536f5245a29,3
0x7369158bf8b659cde21aa3a7c6f8870766046e0a,5
0x736b95df29d9d10c8a13e41104505842720a65e0,4
0x73aadb36a61aaec384fb09ff1995ad9cdb677cf2,3
0x73def5c815dad5a68b072f91dd55c9271a9035ec,5
0x740d7bf6121cde6c7d47ee364e51803475354b59,6
0x744ccadb6c70554482ca07f75fb5d870955ec02d,1
0x74630370197b4c4795bfeef6645ee14f8cf8997d,4
0x74b34acec56bdff20c6b52ebbfbeb0d0670002f8,5
0x74c9d38ee85faeb44851560b7ac8dccc7d23885c,4
0x74ce57031016e134b27d22796cbf136d74451a93,6
0x74ec3fa65265d5e1a83b20f71ac7e22c86efde1a,2
0x7500ebfa67623a96d82f4f47f98b2c880934adda,5
0x75209d6ebaccf1c64c40068393fb59c87d91cd59,1
0x75983d2cd19fb095df5d6f34c15060ccd3d934f8,1
0x75bfc73e12c0fe68607e11ce958eb5c2895c555a,1
0x75def8100823c71500754e4d9a97e14698df65cb,5
0x75e2bfe1c7fe6f69cf61f0067454be844c772eda,15
0x75f847abf1f23d31772d035fc4e1c9623becf755,10
0x7600161514afba1001bbc8b139c9fcc7059f59b1,8
0x765a16ca391a6b9249cfa65bf2d14c38722198e3,1
0x765b32873f9d236f97a88dbdb65dec9906cd2ae8,1
0x7674d60760918ae89ca71f2ce1af2b2e740e2c8e,6
0x767a5ad2267b8cb21277a46e84814f70e571e44f,10
0x76c07087bb4eb86d2516081f79f400507ac2370f,1
0x76e573cf186a51193fa3d7a7ddf5ed0c64d736f1,6
0x7708b79e2bc3b7ab816e66af33a8c9385f0fca4b,20
0x7710e7e881333fd3396ca5966bed6e72746b612d,1
0x772213aad4c6b37d2cc0fa3b74f9ace5a028b8c8,10
0x773177931402e411d1d389641faa412ccda5f380,1
0x77451445f2d3df093f0262f7eb81d57cedc80241,26
0x787ee8e9653842b1e150cee0be03f275e114735a,15
0x787f3e6994f21da97b4ca8cacbd03c8230ebf34c,4
0x78b48eea4b19f0e88af29a9aaf8e27b6aa07b012,1
0x78b9ff33cfbe1b6b6914e38ada0593cc04d0fe39,20
0x78d1a0f002bcec82266627015eed2ca477ed753a,5
0x78d91ffb163c11cd12b0c6cee6bd0856c4fca569,1
0x78f78a00d7cf63ae13691eda2333f7a0d86d58c8,1
0x78fe936c552317cc63d2043c12407987f0f39b7a,35
0x791525f8013c76a10887a280d357295bc30d6c7b,20
0x79334b8f9091c6115035c552a88444def5c3d724,3
0x795a5a6ed365111a62b0d8db7125d8ff95ba0310,4
0x795bae768f348c046ab689f48aa2591b27af132b,10
0x79c572a0ac066221a56a024495101dabbae0ff0d,10
0x79ec585f8ad2099eacb5be6c255c2b0dc02ec9dc,3
0x7a2e729f198c7735b79b9dc35d3dd95f56b6b1f1,1
0x7a9cb2e9c68173a697766941fbd82923aa694168,12
0x7a9e60326bff7f55cf2b4415c84dab69f705dd3c,10
0x7aefe88797ea4d9b9b79f38c08cecfef0ea9f48d,1
0x7b0cee1939a4ada062ec79f4862a42c1f47b1806,12
0x7b4079ec07da14832bdb7ee646e5dc12da9b412a,10
0x7b4bde098e481f456d79ea21cb90c21d5003ddf0,10
0x7b59a94cb1ea99919eea4191f5634412394a60d3,1
0x7b8a48e1d35eb3a19d4e4c820cb0bab7377a9ec1,1
0x7ba1724530bbdfd0d3f19c227832aff63f255de9,10
0x7ba1b8bdda54a9d44cfac22673f9da67ff91668c,6
0x7bb11be268088b000ed4b1b94014d40371a3a7d3,11
0x7bfc63a067b730b4f4f20175980ebdacce691ea4,25
0x7c00c4b7c14262e6ee159aa58be9f4bc4da1d1f3,1
0x7c3993b4170169a38775dbc46c8835decab98e1e,3
0x7c774f0f8d499c7c346c0580a34e78e2f93c548f,4
0x7cb0573fe67801ebf4c36b86f09787c5efd44e6b,9
0x7cd57b61d2c2c05dc0fde21e6cf653c99b1c1d36,5
0x7d0f205f4a7f10b7b1c6282193aa202dc16fbbbe,10
0x7d3368e90a4e5ad8e46d5fe91f82319f1db639f4,5
0x7d4e9992f6c4f063c7598499fb7294616890f3ef,5
0x7d602d0a990fbd8029bdb422f04ca7b113881ca3,1
0x7d7c4fc73b87755575826c6b5568057799eb20ec,5
0x7dffcfc575fa48c501ed22aace259212fea17297,29
0x7e1d9be637404c26394b72477c70c23bc9c8cd2e,8
